ndwi,mndwi,ndci,ndti,do,ndsi,ph,chl_a,ssc,wst,date
,,,,,,,,,,25-11-2019
,,,,,,,,,,26-11-2019
,,,,,,,,,,27-11-2019
-0.21553923,-0.058152322,-0.067731818,-0.107584576,0.094733613,-0.162476275,7.931724354,14.20233223,2.581748525,-246.6371827,28-11-2019
,,,,,,,,,,29-11-2019
,,,,,,,,,,30-11-2019
,,,,,,,,,,01-12-2019
,,,,,,,,,,02-12-2019
-0.175318695,-0.04534351,-0.061477335,-0.022367272,0.128034745,-0.066945314,7.801688594,13.61263933,2.581906419,-244.6158842,03-12-2019
,,,,,,,,,,04-12-2019
,,,,,,,,,,05-12-2019
,,,,,,,,,,06-12-2019
,,,,,,,,,,07-12-2019
-0.235526339,-0.084194611,-0.061274223,-0.131070883,0.077538252,-0.209368595,7.991434552,15.37866187,2.581462199,-247.1515608,08-12-2019
,,,,,,,,,,09-12-2019
,,,,,,,,,,10-12-2019
,,,,,,,,,,11-12-2019
,,,,,,,,,,12-12-2019
-0.295566023,-0.134189473,-0.04432726,-0.13881574,0.056271691,-0.26417793,8.011686751,24.70521315,2.580870882,-249.6507459,13-12-2019
,,,,,,,,,,14-12-2019
,,,,,,,,,,15-12-2019
,,,,,,,,,,16-12-2019
,,,,,,,,,,17-12-2019
-0.327319013,-0.149043729,-0.048822771,-0.18531937,0.059976049,-0.319909791,8.126824406,21.39047656,2.580656918,-249.1545093,18-12-2019
,,,,,,,,,,19-12-2019
,,,,,,,,,,20-12-2019
,,,,,,,,,,21-12-2019
,,,,,,,,,,22-12-2019
-0.250953456,-0.116466677,-0.033065341,-0.116093785,0.04598546,-0.226685072,7.95153088,19.79439669,2.58113613,-244.1910487,23-12-2019
,,,,,,,,,,24-12-2019
,,,,,,,,,,25-12-2019
,,,,,,,,,,26-12-2019
,,,,,,,,,,27-12-2019
-0.310769232,-0.139100148,-0.038502616,-0.20856006,0.052119649,-0.331248072,8.106577781,21.38159539,2.580721754,-249.3951194,28-12-2019
,,,,,,,,,,29-12-2019
,,,,,,,,,,30-12-2019
,,,,,,,,,,31-12-2019
,,,,,,,,,,01-01-2020
,,,,,,,,,,02-01-2020
,,,,,,,,,,03-01-2020
,,,,,,,,,,04-01-2020
,,,,,,,,,,05-01-2020
,,,,,,,,,,06-01-2020
,,,,,,,,,,07-01-2020
,,,,,,,,,,08-01-2020
,,,,,,,,,,09-01-2020
,,,,,,,,,,10-01-2020
,,,,,,,,,,11-01-2020
-0.308238704,-0.157114671,-0.027179314,-0.213641885,0.01868692,-0.354056422,8.077738544,31.15570824,2.58051873,-246.6917107,12-01-2020
,,,,,,,,,,13-01-2020
,,,,,,,,,,14-01-2020
,,,,,,,,,,15-01-2020
,,,,,,,,,,16-01-2020
-0.304711102,-0.171330569,-0.020136586,-0.197991775,0.008177471,-0.3515511,8.122874871,21.58578633,2.580381484,-247.1976026,17-01-2020
,,,,,,,,,,18-01-2020
,,,,,,,,,,19-01-2020
,,,,,,,,,,20-01-2020
,,,,,,,,,,21-01-2020
,,,,,,,,,,22-01-2020
,,,,,,,,,,23-01-2020
,,,,,,,,,,24-01-2020
,,,,,,,,,,25-01-2020
,,,,,,,,,,26-01-2020
,,,,,,,,,,27-01-2020
,,,,,,,,,,28-01-2020
,,,,,,,,,,29-01-2020
,,,,,,,,,,30-01-2020
,,,,,,,,,,31-01-2020
-0.278318767,-0.150687497,-0.02328477,-0.200290095,-0.019869949,-0.336425433,7.997131615,27.24647186,2.580639624,-245.4511154,01-02-2020
,,,,,,,,,,02-02-2020
,,,,,,,,,,03-02-2020
,,,,,,,,,,04-02-2020
,,,,,,,,,,05-02-2020
-0.276891141,-0.182351148,-0.007284574,-0.182972767,-0.03968734,-0.347912226,8.095828407,23.75445911,2.580234963,-243.443434,06-02-2020
,,,,,,,,,,07-02-2020
,,,,,,,,,,08-02-2020
,,,,,,,,,,09-02-2020
,,,,,,,,,,10-02-2020
-0.291182358,-0.178145646,-0.019912025,-0.195547703,-0.020852481,-0.355920729,8.030120763,34.14722673,2.580247276,-244.6470489,11-02-2020
,,,,,,,,,,12-02-2020
,,,,,,,,,,13-02-2020
,,,,,,,,,,14-02-2020
,,,,,,,,,,15-02-2020
-0.339304589,-0.19344855,-0.0101218,-0.255318564,-0.011716156,-0.420969828,8.153140186,32.26220267,2.579945108,-245.5607096,16-02-2020
,,,,,,,,,,17-02-2020
,,,,,,,,,,18-02-2020
,,,,,,,,,,19-02-2020
,,,,,,,,,,20-02-2020
-0.272830672,-0.162721825,-0.01932948,-0.165366165,-0.017246197,-0.315954571,7.972665029,23.09008679,2.580552402,-242.0283557,21-02-2020
,,,,,,,,,,22-02-2020
,,,,,,,,,,23-02-2020
,,,,,,,,,,24-02-2020
,,,,,,,,,,25-02-2020
-0.372541335,-0.236741928,0.006106595,-0.261477463,-0.026742674,-0.463491309,8.220768195,42.61201142,2.57926642,-241.9133475,26-02-2020
,,,,,,,,,,27-02-2020
,,,,,,,,,,28-02-2020
,,,,,,,,,,29-02-2020
,,,,,,,,,,01-03-2020
-0.349704482,-0.21002272,-0.014995258,-0.208780584,-0.021689715,-0.396995461,8.086520109,39.24367999,2.579837045,-240.6035029,02-03-2020
,,,,,,,,,,03-03-2020
,,,,,,,,,,04-03-2020
,,,,,,,,,,05-03-2020
,,,,,,,,,,06-03-2020
-0.443771474,-0.299258091,0.021895475,-0.291172636,-0.022977877,-0.53999464,8.295616634,111508.1161,2.578057886,-240.2042655,07-03-2020
,,,,,,,,,,08-03-2020
,,,,,,,,,,09-03-2020
,,,,,,,,,,10-03-2020
,,,,,,,,,,11-03-2020
,,,,,,,,,,12-03-2020
,,,,,,,,,,13-03-2020
,,,,,,,,,,14-03-2020
,,,,,,,,,,15-03-2020
,,,,,,,,,,16-03-2020
,,,,,,,,,,17-03-2020
,,,,,,,,,,18-03-2020
,,,,,,,,,,19-03-2020
,,,,,,,,,,20-03-2020
,,,,,,,,,,21-03-2020
-0.493440948,-0.338977086,0.057854745,-0.311792491,-0.071387973,-0.589172956,8.274497124,5903336.876,2.577116415,-236.9682804,22-03-2020
,,,,,,,,,,23-03-2020
,,,,,,,,,,24-03-2020
,,,,,,,,,,25-03-2020
,,,,,,,,,,26-03-2020
,,,,,,,,,,27-03-2020
,,,,,,,,,,28-03-2020
,,,,,,,,,,29-03-2020
,,,,,,,,,,30-03-2020
,,,,,,,,,,31-03-2020
-0.32826768,-0.186148048,0.013447747,-0.211895306,-0.005856213,-0.381426437,8.060520679,29.22022459,2.58028389,-237.1697563,01-04-2020
,,,,,,,,,,02-04-2020
,,,,,,,,,,03-04-2020
,,,,,,,,,,04-04-2020
,,,,,,,,,,05-04-2020
-0.257820604,-0.124098727,-0.025015679,-0.165426948,0.023222042,-0.280684528,7.962084945,15.59489853,2.581071815,-238.2617842,06-04-2020
,,,,,,,,,,07-04-2020
,,,,,,,,,,08-04-2020
,,,,,,,,,,09-04-2020
,,,,,,,,,,10-04-2020
-0.27034654,-0.146456916,0.002035299,-0.167048851,0.005458255,-0.304371322,7.956242547,19.22518509,2.580821761,-234.08349,11-04-2020
,,,,,,,,,,12-04-2020
,,,,,,,,,,13-04-2020
,,,,,,,,,,14-04-2020
,,,,,,,,,,15-04-2020
-0.312014515,-0.175234157,0.004110937,-0.195277569,0.006179398,-0.355968525,8.036905376,20.0751918,2.580413266,-236.1012014,16-04-2020
,,,,,,,,,,17-04-2020
,,,,,,,,,,18-04-2020
,,,,,,,,,,19-04-2020
,,,,,,,,,,20-04-2020
-0.328840395,-0.188121065,0.009512225,-0.208333468,-0.019856427,-0.379888821,8.017907741,25.89083716,2.580230145,-233.793495,21-04-2020
,,,,,,,,,,22-04-2020
,,,,,,,,,,23-04-2020
,,,,,,,,,,24-04-2020
,,,,,,,,,,25-04-2020
-0.306594841,-0.171613095,0.004177424,-0.198101894,0.000428882,-0.355286184,8.036309189,19.45906855,2.580473165,-233.3834811,26-04-2020
,,,,,,,,,,27-04-2020
,,,,,,,,,,28-04-2020
,,,,,,,,,,29-04-2020
,,,,,,,,,,30-04-2020
-0.30503077,-0.174735745,0.012775642,-0.189270548,-0.015651555,-0.350945495,8.000540484,23.0376061,2.580447184,-230.1517927,01-05-2020
,,,,,,,,,,02-05-2020
,,,,,,,,,,03-05-2020
,,,,,,,,,,04-05-2020
,,,,,,,,,,05-05-2020
-0.317994268,-0.179634467,0.005286988,-0.196432285,0.003142038,-0.36140079,8.046541498,21.30943742,2.5803583,-229.9945378,06-05-2020
,,,,,,,,,,07-05-2020
,,,,,,,,,,08-05-2020
,,,,,,,,,,09-05-2020
,,,,,,,,,,10-05-2020
-0.335267728,-0.197689468,0.004008765,-0.198148529,-0.019271043,-0.378910276,8.013230583,27.17183314,2.580081287,-232.7105818,11-05-2020
,,,,,,,,,,12-05-2020
,,,,,,,,,,13-05-2020
,,,,,,,,,,14-05-2020
,,,,,,,,,,15-05-2020
-0.296049995,-0.162096161,0.003557647,-0.184299206,0.002411025,-0.334614566,8.027639765,19.57508904,2.580615594,-230.2781258,16-05-2020
,,,,,,,,,,17-05-2020
,,,,,,,,,,18-05-2020
,,,,,,,,,,19-05-2020
,,,,,,,,,,20-05-2020
-0.339828206,-0.196126917,0.018023582,-0.203111897,0.005772328,-0.382394108,8.051706686,29.96122379,2.580108411,-231.6608501,21-05-2020
,,,,,,,,,,22-05-2020
,,,,,,,,,,23-05-2020
,,,,,,,,,,24-05-2020
,,,,,,,,,,25-05-2020
-0.340435852,-0.206981391,0.018584775,-0.196064231,0.006273744,-0.385624036,8.087163677,26.7487972,2.579950392,-231.0842801,26-05-2020
,,,,,,,,,,27-05-2020
,,,,,,,,,,28-05-2020
,,,,,,,,,,29-05-2020
,,,,,,,,,,30-05-2020
-0.271328736,-0.161589686,0.016350112,-0.145606399,-0.005768647,-0.299286633,7.964540285,21.18476956,2.580643772,-224.2032618,31-05-2020
,,,,,,,,,,01-06-2020
,,,,,,,,,,02-06-2020
,,,,,,,,,,03-06-2020
,,,,,,,,,,04-06-2020
-0.220802036,-0.116221753,-0.008896693,-0.152377904,-0.033113892,-0.26251167,7.797892811,14.43433608,2.581169738,-208.5390034,05-06-2020
,,,,,,,,,,06-06-2020
,,,,,,,,,,07-06-2020
,,,,,,,,,,08-06-2020
,,,,,,,,,,09-06-2020
-0.301442179,-0.148118448,-0.022837178,-0.151861004,0.021561984,-0.291991108,7.96306348,20.26219734,2.580810255,-230.527892,10-06-2020
,,,,,,,,,,11-06-2020
,,,,,,,,,,12-06-2020
,,,,,,,,,,13-06-2020
,,,,,,,,,,14-06-2020
,,,,,,,,,,15-06-2020
,,,,,,,,,,16-06-2020
,,,,,,,,,,17-06-2020
,,,,,,,,,,18-06-2020
,,,,,,,,,,19-06-2020
,,,,,,,,,,20-06-2020
,,,,,,,,,,21-06-2020
,,,,,,,,,,22-06-2020
,,,,,,,,,,23-06-2020
,,,,,,,,,,24-06-2020
,,,,,,,,,,25-06-2020
,,,,,,,,,,26-06-2020
,,,,,,,,,,27-06-2020
,,,,,,,,,,28-06-2020
,,,,,,,,,,29-06-2020
-0.206532707,-0.080842795,-0.025518186,-0.085771187,0.04007952,-0.165084022,7.76863843,14.47547219,2.581563411,-185.014745,30-06-2020
,,,,,,,,,,01-07-2020
,,,,,,,,,,02-07-2020
,,,,,,,,,,03-07-2020
,,,,,,,,,,04-07-2020
,,,,,,,,,,05-07-2020
,,,,,,,,,,06-07-2020
,,,,,,,,,,07-07-2020
,,,,,,,,,,08-07-2020
,,,,,,,,,,09-07-2020
,,,,,,,,,,10-07-2020
,,,,,,,,,,11-07-2020
,,,,,,,,,,12-07-2020
,,,,,,,,,,13-07-2020
,,,,,,,,,,14-07-2020
,,,,,,,,,,15-07-2020
,,,,,,,,,,16-07-2020
,,,,,,,,,,17-07-2020
,,,,,,,,,,18-07-2020
,,,,,,,,,,19-07-2020
,,,,,,,,,,20-07-2020
,,,,,,,,,,21-07-2020
,,,,,,,,,,22-07-2020
,,,,,,,,,,23-07-2020
,,,,,,,,,,24-07-2020
,,,,,,,,,,25-07-2020
,,,,,,,,,,26-07-2020
,,,,,,,,,,27-07-2020
,,,,,,,,,,28-07-2020
,,,,,,,,,,29-07-2020
,,,,,,,,,,30-07-2020
,,,,,,,,,,31-07-2020
,,,,,,,,,,01-08-2020
,,,,,,,,,,02-08-2020
,,,,,,,,,,03-08-2020
,,,,,,,,,,04-08-2020
,,,,,,,,,,05-08-2020
,,,,,,,,,,06-08-2020
,,,,,,,,,,07-08-2020
,,,,,,,,,,08-08-2020
,,,,,,,,,,09-08-2020
,,,,,,,,,,10-08-2020
,,,,,,,,,,11-08-2020
,,,,,,,,,,12-08-2020
,,,,,,,,,,13-08-2020
,,,,,,,,,,14-08-2020
,,,,,,,,,,15-08-2020
,,,,,,,,,,16-08-2020
,,,,,,,,,,17-08-2020
,,,,,,,,,,18-08-2020
,,,,,,,,,,19-08-2020
,,,,,,,,,,20-08-2020
,,,,,,,,,,21-08-2020
,,,,,,,,,,22-08-2020
,,,,,,,,,,23-08-2020
,,,,,,,,,,24-08-2020
,,,,,,,,,,25-08-2020
,,,,,,,,,,26-08-2020
,,,,,,,,,,27-08-2020
,,,,,,,,,,28-08-2020
,,,,,,,,,,29-08-2020
,,,,,,,,,,30-08-2020
,,,,,,,,,,31-08-2020
,,,,,,,,,,01-09-2020
,,,,,,,,,,02-09-2020
,,,,,,,,,,03-09-2020
,,,,,,,,,,04-09-2020
,,,,,,,,,,05-09-2020
,,,,,,,,,,06-09-2020
,,,,,,,,,,07-09-2020
,,,,,,,,,,08-09-2020
,,,,,,,,,,09-09-2020
,,,,,,,,,,10-09-2020
,,,,,,,,,,11-09-2020
,,,,,,,,,,12-09-2020
,,,,,,,,,,13-09-2020
,,,,,,,,,,14-09-2020
,,,,,,,,,,15-09-2020
,,,,,,,,,,16-09-2020
,,,,,,,,,,17-09-2020
,,,,,,,,,,18-09-2020
,,,,,,,,,,19-09-2020
,,,,,,,,,,20-09-2020
,,,,,,,,,,21-09-2020
,,,,,,,,,,22-09-2020
,,,,,,,,,,23-09-2020
,,,,,,,,,,24-09-2020
,,,,,,,,,,25-09-2020
,,,,,,,,,,26-09-2020
,,,,,,,,,,27-09-2020
-0.418083409,-0.210044736,-0.044942854,-0.243051063,-0.00684663,-0.428731387,8.119135189,33.51829703,2.579938168,-238.3072436,28-09-2020
,,,,,,,,,,29-09-2020
,,,,,,,,,,30-09-2020
,,,,,,,,,,01-10-2020
,,,,,,,,,,02-10-2020
,,,,,,,,,,03-10-2020
,,,,,,,,,,04-10-2020
,,,,,,,,,,05-10-2020
,,,,,,,,,,06-10-2020
,,,,,,,,,,07-10-2020
,,,,,,,,,,08-10-2020
,,,,,,,,,,09-10-2020
,,,,,,,,,,10-10-2020
,,,,,,,,,,11-10-2020
,,,,,,,,,,12-10-2020
,,,,,,,,,,13-10-2020
,,,,,,,,,,14-10-2020
,,,,,,,,,,15-10-2020
,,,,,,,,,,16-10-2020
,,,,,,,,,,17-10-2020
-0.318593309,-0.12900063,-0.065458007,-0.178206103,0.032357325,-0.297564921,7.93908477,17.19388773,2.581033695,-237.235485,18-10-2020
,,,,,,,,,,19-10-2020
,,,,,,,,,,20-10-2020
,,,,,,,,,,21-10-2020
,,,,,,,,,,22-10-2020
-0.351746391,-0.143388333,-0.049923387,-0.231346433,0.046976136,-0.359671836,8.078597744,17.7971968,2.580844818,-238.4319834,23-10-2020
,,,,,,,,,,24-10-2020
,,,,,,,,,,25-10-2020
,,,,,,,,,,26-10-2020
,,,,,,,,,,27-10-2020
-0.329432506,-0.147212717,-0.028228595,-0.210983401,0.030526918,-0.344750102,8.038754487,22.13048895,2.580798305,-238.0615179,28-10-2020
,,,,,,,,,,29-10-2020
,,,,,,,,,,30-10-2020
,,,,,,,,,,31-10-2020
,,,,,,,,,,01-11-2020
-0.364206103,-0.167508608,-0.023721698,-0.248257712,0.038656934,-0.395567549,8.149481854,21.15226408,2.580527287,-236.3243541,02-11-2020
,,,,,,,,,,03-11-2020
,,,,,,,,,,04-11-2020
,,,,,,,,,,05-11-2020
,,,,,,,,,,06-11-2020
-0.308259656,-0.141395921,-0.02071499,-0.181070307,0.058972202,-0.311205024,8.029471541,20.15087106,2.580861862,-237.5002077,07-11-2020
,,,,,,,,,,08-11-2020
,,,,,,,,,,09-11-2020
,,,,,,,,,,10-11-2020
,,,,,,,,,,11-11-2020
-0.290173267,-0.136629191,-0.023160848,-0.183490514,0.027067675,-0.308742494,8.012617792,14.81828099,2.580919488,-237.3150954,12-11-2020
,,,,,,,,,,13-11-2020
,,,,,,,,,,14-11-2020
,,,,,,,,,,15-11-2020
,,,,,,,,,,16-11-2020
-0.254549098,-0.112253615,-0.042357652,-0.149769738,0.020751623,-0.255083816,7.882991995,15.46328558,2.581214711,-235.7399256,17-11-2020
,,,,,,,,,,18-11-2020
,,,,,,,,,,19-11-2020
,,,,,,,,,,20-11-2020
,,,,,,,,,,21-11-2020
-0.310022935,-0.141387736,-0.007775901,-0.224720316,0.032818848,-0.351041919,8.057707845,15.96902551,2.580856867,-236.8798228,22-11-2020
,,,,,,,,,,23-11-2020
,,,,,,,,,,24-11-2020
,,,,,,,,,,25-11-2020
,,,,,,,,,,26-11-2020
-0.284370257,-0.128750199,-0.018999985,-0.18144596,0.051102167,-0.300415821,7.981893849,17.11956907,2.581030006,-236.2819342,27-11-2020
,,,,,,,,,,28-11-2020
,,,,,,,,,,29-11-2020
,,,,,,,,,,30-11-2020
,,,,,,,,,,01-12-2020
-0.335597919,-0.185553728,0.021933894,-0.25200299,-0.006887319,-0.413389078,8.116772631,19.5671693,2.580246284,-236.1365515,02-12-2020
,,,,,,,,,,03-12-2020
,,,,,,,,,,04-12-2020
,,,,,,,,,,05-12-2020
,,,,,,,,,,06-12-2020
-0.3216316,-0.191398851,0.027650212,-0.249777628,-0.041917183,-0.416735268,8.07031691,24.05505797,2.580157508,-235.1983139,07-12-2020
,,,,,,,,,,08-12-2020
,,,,,,,,,,09-12-2020
,,,,,,,,,,10-12-2020
,,,,,,,,,,11-12-2020
,,,,,,,,,,12-12-2020
,,,,,,,,,,13-12-2020
,,,,,,,,,,14-12-2020
,,,,,,,,,,15-12-2020
,,,,,,,,,,16-12-2020
-0.313887428,-0.175657206,0.012747814,-0.218915163,-0.004297874,-0.376634497,8.080237573,23.92078873,2.58043843,-234.7780856,17-12-2020
,,,,,,,,,,18-12-2020
,,,,,,,,,,19-12-2020
,,,,,,,,,,20-12-2020
,,,,,,,,,,21-12-2020
-0.316989482,-0.173833452,0.028056657,-0.284263392,-0.044550538,-0.4314637,8.123869139,20.25235427,2.580382701,-236.6671022,22-12-2020
,,,,,,,,,,23-12-2020
,,,,,,,,,,24-12-2020
,,,,,,,,,,25-12-2020
,,,,,,,,,,26-12-2020
-0.246580477,-0.155961977,0.019375673,-0.213257424,-0.069164486,-0.353655028,7.987109481,20.08570139,2.58068387,-232.651076,27-12-2020
,,,,,,,,,,28-12-2020
,,,,,,,,,,29-12-2020
,,,,,,,,,,30-12-2020
,,,,,,,,,,31-12-2020
-0.152383732,-0.074962317,-0.021936001,-0.142400905,-0.018509354,-0.213635773,7.852271702,12.291766,2.581636186,-229.2099448,01-01-2021
,,,,,,,,,,02-01-2021
,,,,,,,,,,03-01-2021
,,,,,,,,,,04-01-2021
,,,,,,,,,,05-01-2021
-0.221330981,-0.140799959,0.013311924,-0.19483604,-0.078343041,-0.324265443,7.946399933,18.60870519,2.580908664,-228.2237683,06-01-2021
,,,,,,,,,,07-01-2021
,,,,,,,,,,08-01-2021
,,,,,,,,,,09-01-2021
,,,,,,,,,,10-01-2021
,,,,,,,,,,11-01-2021
,,,,,,,,,,12-01-2021
,,,,,,,,,,13-01-2021
,,,,,,,,,,14-01-2021
,,,,,,,,,,15-01-2021
-0.25043954,-0.159309537,0.031178771,-0.252909402,-0.106051149,-0.392507465,8.017095684,22.45426884,2.58064225,-227.5469943,16-01-2021
,,,,,,,,,,17-01-2021
,,,,,,,,,,18-01-2021
,,,,,,,,,,19-01-2021
,,,,,,,,,,20-01-2021
-0.249609614,-0.148081698,0.037753716,-0.26923827,-0.079365161,-0.397683384,8.059910006,17.39432374,2.580785905,-227.9738775,21-01-2021
,,,,,,,,,,22-01-2021
,,,,,,,,,,23-01-2021
,,,,,,,,,,24-01-2021
,,,,,,,,,,25-01-2021
-0.361630634,-0.270951265,0.115735281,-0.299118621,-0.10697337,-0.521666286,8.243243895,81.54401537,2.57886756,-223.8238953,26-01-2021
,,,,,,,,,,27-01-2021
,,,,,,,,,,28-01-2021
,,,,,,,,,,29-01-2021
,,,,,,,,,,30-01-2021
-0.307486019,-0.204791697,0.080909792,-0.318174438,-0.103930352,-0.486136412,8.167936587,26.11902389,2.579956889,-225.434564,31-01-2021
,,,,,,,,,,01-02-2021
,,,,,,,,,,02-02-2021
,,,,,,,,,,03-02-2021
,,,,,,,,,,04-02-2021
-0.086128675,-0.048893065,-0.022970867,0.109012591,0.139784625,0.060232257,7.689328235,13.65547856,2.581883003,-262.2020295,05-02-2021
,,,,,,,,,,06-02-2021
,,,,,,,,,,07-02-2021
,,,,,,,,,,08-02-2021
,,,,,,,,,,09-02-2021
-0.303747412,-0.213342612,0.093330322,-0.307958909,-0.125104722,-0.484959832,8.142682413,23.0344045,2.57984253,-220.1388924,10-02-2021
,,,,,,,,,,11-02-2021
,,,,,,,,,,12-02-2021
,,,,,,,,,,13-02-2021
,,,,,,,,,,14-02-2021
-0.304932503,-0.235820649,0.10052592,-0.295103956,-0.158669207,-0.492581322,8.130068976,34.66594283,2.579515049,-214.8187023,15-02-2021
,,,,,,,,,,16-02-2021
,,,,,,,,,,17-02-2021
,,,,,,,,,,18-02-2021
,,,,,,,,,,19-02-2021
-0.31152349,-0.223317524,0.098774523,-0.313070922,-0.128677321,-0.49759888,8.175698232,25.79105398,2.579722342,-213.9356865,20-02-2021
,,,,,,,,,,21-02-2021
,,,,,,,,,,22-02-2021
,,,,,,,,,,23-02-2021
,,,,,,,,,,24-02-2021
-0.310198728,-0.228726942,0.097103906,-0.305124627,-0.148343517,-0.495420383,8.129842774,33.13162383,2.579615435,-211.651603,25-02-2021
,,,,,,,,,,26-02-2021
,,,,,,,,,,27-02-2021
,,,,,,,,,,28-02-2021
,,,,,,,,,,01-03-2021
-0.31561576,-0.226256821,0.11273365,-0.312988091,-0.118962627,-0.499656344,8.193875297,29.57759032,2.579650688,-208.3440988,02-03-2021
,,,,,,,,,,03-03-2021
,,,,,,,,,,04-03-2021
,,,,,,,,,,05-03-2021
,,,,,,,,,,06-03-2021
-0.274128139,-0.219031518,0.112510875,-0.264820903,-0.136893884,-0.453448954,8.164246814,41.31244129,2.579742373,-223.4338916,07-03-2021
,,,,,,,,,,08-03-2021
,,,,,,,,,,09-03-2021
,,,,,,,,,,10-03-2021
,,,,,,,,,,11-03-2021
,,,,,,,,,,12-03-2021
,,,,,,,,,,13-03-2021
,,,,,,,,,,14-03-2021
,,,,,,,,,,15-03-2021
,,,,,,,,,,16-03-2021
-0.140555137,-0.091164513,0.020745454,-0.186455501,-0.105026259,-0.272346623,7.80162064,14.25433564,2.58148517,-211.1832483,17-03-2021
,,,,,,,,,,18-03-2021
,,,,,,,,,,19-03-2021
,,,,,,,,,,20-03-2021
,,,,,,,,,,21-03-2021
,,,,,,,,,,22-03-2021
,,,,,,,,,,23-03-2021
,,,,,,,,,,24-03-2021
,,,,,,,,,,25-03-2021
,,,,,,,,,,26-03-2021
-0.237195382,-0.17631194,0.089486223,-0.259791881,-0.135588135,-0.41522531,8.056315541,24.32741525,2.580452228,-206.3359035,27-03-2021
,,,,,,,,,,28-03-2021
,,,,,,,,,,29-03-2021
,,,,,,,,,,30-03-2021
,,,,,,,,,,31-03-2021
-0.236187056,-0.167494579,0.093429987,-0.263985012,-0.107978133,-0.411801,8.09844221,21.46241732,2.580570283,-200.2988582,01-04-2021
,,,,,,,,,,02-04-2021
,,,,,,,,,,03-04-2021
,,,,,,,,,,04-04-2021
,,,,,,,,,,05-04-2021
-0.211886037,-0.153745648,0.077824702,-0.241927251,-0.126029619,-0.380402224,8.00000916,20.0352098,2.58075804,-197.421115,06-04-2021
,,,,,,,,,,07-04-2021
,,,,,,,,,,08-04-2021
,,,,,,,,,,09-04-2021
,,,,,,,,,,10-04-2021
-0.184415371,-0.128436755,0.059042883,-0.248992098,-0.138468337,-0.36471833,7.952047357,14.98773857,2.581074827,-196.8974228,11-04-2021
,,,,,,,,,,12-04-2021
,,,,,,,,,,13-04-2021
,,,,,,,,,,14-04-2021
,,,,,,,,,,15-04-2021
-0.221961728,-0.16364058,0.086092211,-0.251066517,-0.138438218,-0.397235178,7.98906117,19.29142626,2.580633917,-195.1565723,16-04-2021
,,,,,,,,,,17-04-2021
,,,,,,,,,,18-04-2021
,,,,,,,,,,19-04-2021
,,,,,,,,,,20-04-2021
,,,,,,,,,,21-04-2021
,,,,,,,,,,22-04-2021
,,,,,,,,,,23-04-2021
,,,,,,,,,,24-04-2021
,,,,,,,,,,25-04-2021
-0.238838398,-0.184859418,0.114401964,-0.247253369,-0.117684747,-0.411877752,8.071958058,23.62608565,2.58033552,-184.7510418,26-04-2021
,,,,,,,,,,27-04-2021
,,,,,,,,,,28-04-2021
,,,,,,,,,,29-04-2021
,,,,,,,,,,30-04-2021
,,,,,,,,,,01-05-2021
,,,,,,,,,,02-05-2021
,,,,,,,,,,03-05-2021
,,,,,,,,,,04-05-2021
,,,,,,,,,,05-05-2021
-0.235278149,-0.18220957,0.1074817,-0.242059634,-0.135439925,-0.405223188,8.038015668,21.83632616,2.580379916,-179.748697,06-05-2021
,,,,,,,,,,07-05-2021
,,,,,,,,,,08-05-2021
,,,,,,,,,,09-05-2021
,,,,,,,,,,10-05-2021
-0.249530489,-0.201085223,0.121698401,-0.252071918,-0.141853702,-0.429799247,8.096679152,22.04975541,2.580094725,-174.5522412,11-05-2021
,,,,,,,,,,12-05-2021
,,,,,,,,,,13-05-2021
,,,,,,,,,,14-05-2021
,,,,,,,,,,15-05-2021
-0.238739212,-0.191588179,0.109644038,-0.247290529,-0.169737089,-0.417963715,8.013272766,21.23966753,2.58025062,-170.8150129,16-05-2021
,,,,,,,,,,17-05-2021
,,,,,,,,,,18-05-2021
,,,,,,,,,,19-05-2021
,,,,,,,,,,20-05-2021
-0.24519905,-0.191022724,0.109975055,-0.252681736,-0.135522233,-0.422164713,8.079687752,20.84826109,2.580260904,-179.0668438,21-05-2021
,,,,,,,,,,22-05-2021
,,,,,,,,,,23-05-2021
,,,,,,,,,,24-05-2021
,,,,,,,,,,25-05-2021
-0.234725203,-0.182783815,0.107278386,-0.225783482,-0.130133047,-0.391611603,8.037914055,22.31117667,2.580380219,-176.088621,26-05-2021
,,,,,,,,,,27-05-2021
,,,,,,,,,,28-05-2021
,,,,,,,,,,29-05-2021
,,,,,,,,,,30-05-2021
,,,,,,,,,,31-05-2021
,,,,,,,,,,01-06-2021
,,,,,,,,,,02-06-2021
,,,,,,,,,,03-06-2021
,,,,,,,,,,04-06-2021
,,,,,,,,,,05-06-2021
,,,,,,,,,,06-06-2021
,,,,,,,,,,07-06-2021
,,,,,,,,,,08-06-2021
,,,,,,,,,,09-06-2021
,,,,,,,,,,10-06-2021
,,,,,,,,,,11-06-2021
,,,,,,,,,,12-06-2021
,,,,,,,,,,13-06-2021
,,,,,,,,,,14-06-2021
,,,,,,,,,,15-06-2021
,,,,,,,,,,16-06-2021
,,,,,,,,,,17-06-2021
,,,,,,,,,,18-06-2021
,,,,,,,,,,19-06-2021
,,,,,,,,,,20-06-2021
,,,,,,,,,,21-06-2021
,,,,,,,,,,22-06-2021
,,,,,,,,,,23-06-2021
,,,,,,,,,,24-06-2021
