ph,wst,date
,,30-11-2021
7.009473062,-270.337445,01-01-2021
,,02-01-2021
,,03-01-2021
,,04-01-2021
,,05-01-2021
6.934779061,-270.9316728,06-01-2021
,,07-01-2021
,,08-01-2021
,,09-01-2021
,,10-01-2021
,,11-01-2021
,,12-01-2021
,,13-01-2021
,,14-01-2021
,,15-01-2021
7.034734266,-272.4245025,16-01-2021
,,17-01-2021
,,18-01-2021
,,19-01-2021
,,20-01-2021
7.164661265,-272.8919893,21-01-2021
,,22-01-2021
,,23-01-2021
,,24-01-2021
,,25-01-2021
,,26-01-2021
,,27-01-2021
,,28-01-2021
,,29-01-2021
,,30-01-2021
,,31-01-2021
,,01-02-2021
,,02-02-2021
,,03-02-2021
,,04-02-2021
7.30073386,-262.5758936,05-02-2021
,,06-02-2021
,,07-02-2021
,,08-02-2021
,,09-02-2021
6.9644889,-273.1008817,10-02-2021
,,11-02-2021
,,12-02-2021
,,13-02-2021
,,14-02-2021
,,15-02-2021
,,16-02-2021
,,17-02-2021
,,18-02-2021
,,19-02-2021
,,20-02-2021
,,21-02-2021
,,22-02-2021
,,23-02-2021
,,24-02-2021
6.002615086,-271.8824001,25-02-2021
,,26-02-2021
,,27-02-2021
,,28-02-2021
,,01-03-2021
,,02-03-2021
,,03-03-2021
,,04-03-2021
,,05-03-2021
,,06-03-2021
,,07-03-2021
,,08-03-2021
,,09-03-2021
,,10-03-2021
,,11-03-2021
,,12-03-2021
,,13-03-2021
,,14-03-2021
,,15-03-2021
,,16-03-2021
7.371374089,-262.096476,17-03-2021
,,18-03-2021
,,19-03-2021
,,20-03-2021
,,21-03-2021
,,22-03-2021
,,23-03-2021
,,24-03-2021
,,25-03-2021
,,26-03-2021
7.459682623,-266.5926084,27-03-2021
,,28-03-2021
,,29-03-2021
,,30-03-2021
,,31-03-2021
7.611041289,-266.1358594,01-04-2021
,,02-04-2021
,,03-04-2021
,,04-04-2021
,,05-04-2021
7.421300264,-262.8175136,06-04-2021
,,07-04-2021
,,08-04-2021
,,09-04-2021
,,10-04-2021
7.439177063,-263.3029492,11-04-2021
,,12-04-2021
,,13-04-2021
,,14-04-2021
,,15-04-2021
7.424682529,-262.003825,16-04-2021
,,17-04-2021
,,18-04-2021
,,19-04-2021
,,20-04-2021
,,21-04-2021
,,22-04-2021
,,23-04-2021
,,24-04-2021
,,25-04-2021
7.176206037,-266.373547,26-04-2021
,,27-04-2021
,,28-04-2021
,,29-04-2021
,,30-04-2021
,,01-05-2021
,,02-05-2021
,,03-05-2021
,,04-05-2021
,,05-05-2021
7.2815168,-264.2383818,06-05-2021
,,07-05-2021
,,08-05-2021
,,09-05-2021
,,10-05-2021
7.435410194,-262.7749173,11-05-2021
,,12-05-2021
,,13-05-2021
,,14-05-2021
,,15-05-2021
7.192173447,-262.7882183,16-05-2021
,,17-05-2021
,,18-05-2021
,,19-05-2021
,,20-05-2021
7.560703312,-259.5153314,21-05-2021
,,22-05-2021
,,23-05-2021
,,24-05-2021
,,25-05-2021
7.538093003,-256.961496,26-05-2021
,,27-05-2021
,,28-05-2021
,,29-05-2021
,,30-05-2021
,,31-05-2021
,,01-06-2021
,,02-06-2021
,,03-06-2021
,,04-06-2021
,,05-06-2021
,,06-06-2021
,,07-06-2021
,,08-06-2021
,,09-06-2021
,,10-06-2021
,,11-06-2021
,,12-06-2021
,,13-06-2021
,,14-06-2021
,,15-06-2021
,,16-06-2021
,,17-06-2021
,,18-06-2021
,,19-06-2021
,,20-06-2021
,,21-06-2021
,,22-06-2021
,,23-06-2021
,,24-06-2021
,,25-06-2021
,,26-06-2021
,,27-06-2021
,,28-06-2021
,,29-06-2021
,,30-06-2021
,,01-07-2021
,,02-07-2021
,,03-07-2021
,,04-07-2021
7.529605273,-258.518039,05-07-2021
,,06-07-2021
,,07-07-2021
,,08-07-2021
,,09-07-2021
,,10-07-2021
,,11-07-2021
,,12-07-2021
,,13-07-2021
,,14-07-2021
,,15-07-2021
,,16-07-2021
,,17-07-2021
,,18-07-2021
,,19-07-2021
,,20-07-2021
,,21-07-2021
,,22-07-2021
,,23-07-2021
,,24-07-2021
,,25-07-2021
,,26-07-2021
,,27-07-2021
,,28-07-2021
,,29-07-2021
,,30-07-2021
,,31-07-2021
,,01-08-2021
,,02-08-2021
,,03-08-2021
,,04-08-2021
,,05-08-2021
,,06-08-2021
,,07-08-2021
,,08-08-2021
,,09-08-2021
,,10-08-2021
,,11-08-2021
,,12-08-2021
,,13-08-2021
,,14-08-2021
,,15-08-2021
,,16-08-2021
,,17-08-2021
,,18-08-2021
,,19-08-2021
,,20-08-2021
,,21-08-2021
,,22-08-2021
,,23-08-2021
,,24-08-2021
,,25-08-2021
,,26-08-2021
,,27-08-2021
,,28-08-2021
,,29-08-2021
,,30-08-2021
,,31-08-2021
,,01-09-2021
,,02-09-2021
,,03-09-2021
,,04-09-2021
,,05-09-2021
,,06-09-2021
,,07-09-2021
,,08-09-2021
,,09-09-2021
,,10-09-2021
,,11-09-2021
,,12-09-2021
,,13-09-2021
,,14-09-2021
,,15-09-2021
,,16-09-2021
,,17-09-2021
,,18-09-2021
,,19-09-2021
,,20-09-2021
,,21-09-2021
,,22-09-2021
,,23-09-2021
,,24-09-2021
,,25-09-2021
,,26-09-2021
,,27-09-2021
,,28-09-2021
,,29-09-2021
,,30-09-2021
,,01-10-2021
,,02-10-2021
,,03-10-2021
,,04-10-2021
,,05-10-2021
,,06-10-2021
,,07-10-2021
,,08-10-2021
,,09-10-2021
,,10-10-2021
,,11-10-2021
,,12-10-2021
7.144554591,-270.5646266,13-10-2021
,,14-10-2021
,,15-10-2021
,,16-10-2021
,,17-10-2021
,,18-10-2021
,,19-10-2021
,,20-10-2021
,,21-10-2021
,,22-10-2021
7.116230923,-199.8721806,23-10-2021
,,24-10-2021
,,25-10-2021
,,26-10-2021
,,27-10-2021
7.416424637,-270.3744525,28-10-2021
,,29-10-2021
,,30-10-2021
,,31-10-2021
,,01-11-2021
6.926088973,-271.7244319,02-11-2021
,,03-11-2021
,,04-11-2021
,,05-11-2021
,,06-11-2021
7.54915155,-228.6889791,07-11-2021
,,08-11-2021
,,09-11-2021
,,10-11-2021
,,11-11-2021
6.810316967,-271.9620367,12-11-2021
,,13-11-2021
,,14-11-2021
,,15-11-2021
,,16-11-2021
,,17-11-2021
,,18-11-2021
,,19-11-2021
,,20-11-2021
,,21-11-2021
,,22-11-2021
,,23-11-2021
,,24-11-2021
,,25-11-2021
,,26-11-2021
7.096548925,-272.0572188,27-11-2021
,,28-11-2021
,,29-11-2021
,,30-11-2021
,,01-12-2021
,,02-12-2021
,,03-12-2021
,,04-12-2021
,,05-12-2021
,,06-12-2021
7.293878669,-267.2101714,07-12-2021
,,08-12-2021
,,09-12-2021
,,10-12-2021
,,11-12-2021
6.937576417,-271.3249445,12-12-2021
,,13-12-2021
,,14-12-2021
,,15-12-2021
,,16-12-2021
,,17-12-2021
,,18-12-2021
,,19-12-2021
,,20-12-2021
,,21-12-2021
7.136144214,-270.7319391,22-12-2021
,,23-12-2021
,,24-12-2021
,,25-12-2021
,,26-12-2021
6.812143054,-270.4136004,27-12-2021
,,28-12-2021
,,29-12-2021
,,30-12-2021
,,31-12-2021
,,01-01-2022
,,02-01-2022
,,03-01-2022
,,04-01-2022
,,05-01-2022
,,06-01-2022
,,07-01-2022
,,08-01-2022
,,09-01-2022
,,10-01-2022
,,11-01-2022
,,12-01-2022
,,13-01-2022
,,14-01-2022
,,15-01-2022
,,16-01-2022
,,17-01-2022
,,18-01-2022
,,19-01-2022
,,20-01-2022
6.23692456,-271.748025,21-01-2022
,,22-01-2022
,,23-01-2022
,,24-01-2022
,,25-01-2022
7.454767177,-245.5505241,26-01-2022
,,27-01-2022
,,28-01-2022
,,29-01-2022
,,30-01-2022
7.46095873,-245.3960079,31-01-2022
,,01-02-2022
,,02-02-2022
,,03-02-2022
,,04-02-2022
7.570906139,-242.052275,05-02-2022
,,06-02-2022
,,07-02-2022
,,08-02-2022
,,09-02-2022
,,10-02-2022
,,11-02-2022
,,12-02-2022
,,13-02-2022
,,14-02-2022
7.289368638,-181.6143788,15-02-2022
,,16-02-2022
,,17-02-2022
,,18-02-2022
,,19-02-2022
7.501990436,-238.8201839,20-02-2022
,,21-02-2022
,,22-02-2022
,,23-02-2022
,,24-02-2022
,,25-02-2022
,,26-02-2022
,,27-02-2022
,,28-02-2022
,,01-03-2022
,,02-03-2022
,,03-03-2022
,,04-03-2022
,,05-03-2022
,,06-03-2022
,,07-03-2022
,,08-03-2022
,,09-03-2022
,,10-03-2022
,,11-03-2022
,,12-03-2022
,,13-03-2022
,,14-03-2022
,,15-03-2022
,,16-03-2022
,,17-03-2022
,,18-03-2022
,,19-03-2022
,,20-03-2022
,,21-03-2022
7.545312095,-222.32918,22-03-2022
,,23-03-2022
,,24-03-2022
,,25-03-2022
,,26-03-2022
7.575292552,-226.0213369,27-03-2022
,,28-03-2022
,,29-03-2022
,,30-03-2022
,,31-03-2022
7.599349605,-223.1283443,01-04-2022
,,02-04-2022
,,03-04-2022
,,04-04-2022
,,05-04-2022
7.564477741,-225.5208374,06-04-2022
,,07-04-2022
,,08-04-2022
,,09-04-2022
,,10-04-2022
,,11-04-2022
,,12-04-2022
,,13-04-2022
,,14-04-2022
,,15-04-2022
7.639858805,-217.3344789,16-04-2022
,,17-04-2022
,,18-04-2022
,,19-04-2022
,,20-04-2022
,,21-04-2022
,,22-04-2022
,,23-04-2022
,,24-04-2022
,,25-04-2022
7.589945238,-218.9239932,26-04-2022
,,27-04-2022
,,28-04-2022
,,29-04-2022
,,30-04-2022
7.574915896,-175.2304208,01-05-2022
,,02-05-2022
,,03-05-2022
,,04-05-2022
,,05-05-2022
7.718737879,-210.0100217,06-05-2022
,,07-05-2022
,,08-05-2022
,,09-05-2022
,,10-05-2022
,,11-05-2022
,,12-05-2022
,,13-05-2022
,,14-05-2022
,,15-05-2022
7.667845806,-207.3808449,16-05-2022
,,17-05-2022
,,18-05-2022
,,19-05-2022
,,20-05-2022
7.660308006,-204.54602,21-05-2022
,,22-05-2022
,,23-05-2022
,,24-05-2022
,,25-05-2022
7.694160978,-201.8500907,26-05-2022
,,27-05-2022
,,28-05-2022
,,29-05-2022
,,30-05-2022
7.703376915,-203.5578773,31-05-2022
,,01-06-2022
,,02-06-2022
,,03-06-2022
,,04-06-2022
,,05-06-2022
,,06-06-2022
,,07-06-2022
,,08-06-2022
,,09-06-2022
,,10-06-2022
,,11-06-2022
,,12-06-2022
,,13-06-2022
,,14-06-2022
,,15-06-2022
,,16-06-2022
,,17-06-2022
,,18-06-2022
,,19-06-2022
,,20-06-2022
,,21-06-2022
,,22-06-2022
,,23-06-2022
,,24-06-2022
,,25-06-2022
,,26-06-2022
,,27-06-2022
,,28-06-2022
,,29-06-2022
,,30-06-2022
,,01-07-2022
,,02-07-2022
,,03-07-2022
,,04-07-2022
,,05-07-2022
,,06-07-2022
,,07-07-2022
,,08-07-2022
,,09-07-2022
,,10-07-2022
,,11-07-2022
,,12-07-2022
,,13-07-2022
,,14-07-2022
,,15-07-2022
,,16-07-2022
,,17-07-2022
,,18-07-2022
,,19-07-2022
,,20-07-2022
,,21-07-2022
,,22-07-2022
,,23-07-2022
,,24-07-2022
,,25-07-2022
,,26-07-2022
,,27-07-2022
,,28-07-2022
,,29-07-2022
,,30-07-2022
,,31-07-2022
,,01-08-2022
,,02-08-2022
,,03-08-2022
,,04-08-2022
,,05-08-2022
,,06-08-2022
,,07-08-2022
,,08-08-2022
,,09-08-2022
,,10-08-2022
,,11-08-2022
,,12-08-2022
,,13-08-2022
,,14-08-2022
,,15-08-2022
,,16-08-2022
,,17-08-2022
,,18-08-2022
,,19-08-2022
,,20-08-2022
,,21-08-2022
,,22-08-2022
,,23-08-2022
,,24-08-2022
,,25-08-2022
,,26-08-2022
,,27-08-2022
,,28-08-2022
,,29-08-2022
,,30-08-2022
,,31-08-2022
,,01-09-2022
,,02-09-2022
,,03-09-2022
,,04-09-2022
,,05-09-2022
,,06-09-2022
,,07-09-2022
,,08-09-2022
,,09-09-2022
,,10-09-2022
,,11-09-2022
,,12-09-2022
,,13-09-2022
,,14-09-2022
,,15-09-2022
,,16-09-2022
,,17-09-2022
,,18-09-2022
,,19-09-2022
,,20-09-2022
,,21-09-2022
,,22-09-2022
,,23-09-2022
,,24-09-2022
,,25-09-2022
,,26-09-2022
,,27-09-2022
,,28-09-2022
,,29-09-2022
,,30-09-2022
,,01-10-2022
,,02-10-2022
7.459772643,-244.6129681,03-10-2022
,,04-10-2022
,,05-10-2022
,,06-10-2022
,,07-10-2022
,,08-10-2022
,,09-10-2022
,,10-10-2022
,,11-10-2022
,,12-10-2022
7.448475297,-248.9702252,13-10-2022
,,14-10-2022
,,15-10-2022
,,16-10-2022
,,17-10-2022
7.369163564,-248.1205103,18-10-2022
,,19-10-2022
,,20-10-2022
,,21-10-2022
,,22-10-2022
7.458061068,-246.0400954,23-10-2022
,,24-10-2022
,,25-10-2022
,,26-10-2022
,,27-10-2022
7.438718625,-245.8797632,28-10-2022
,,29-10-2022
,,30-10-2022
,,31-10-2022
,,01-11-2022
7.449506934,-245.3554711,02-11-2022
,,03-11-2022
,,04-11-2022
,,05-11-2022
,,06-11-2022
7.385006904,-244.7679834,07-11-2022
,,08-11-2022
,,09-11-2022
,,10-11-2022
,,11-11-2022
7.217959373,-244.0975005,12-11-2022
,,13-11-2022
,,14-11-2022
,,15-11-2022
,,16-11-2022
,,17-11-2022
,,18-11-2022
,,19-11-2022
,,20-11-2022
,,21-11-2022
,,22-11-2022
,,23-11-2022
,,24-11-2022
,,25-11-2022
,,26-11-2022
7.402963315,-248.626936,27-11-2022
,,28-11-2022
,,29-11-2022
,,30-11-2022
,,01-12-2022
,,02-12-2022
,,03-12-2022
,,04-12-2022
,,05-12-2022
,,06-12-2022
,,07-12-2022
,,08-12-2022
,,09-12-2022
,,10-12-2022
,,11-12-2022
,,12-12-2022
,,13-12-2022
,,14-12-2022
,,15-12-2022
,,16-12-2022
7.434727085,-248.1511784,17-12-2022
,,18-12-2022
,,19-12-2022
,,20-12-2022
,,21-12-2022
7.413931617,-248.7931609,22-12-2022
,,23-12-2022
,,24-12-2022
,,25-12-2022
,,26-12-2022
7.452628603,-243.9597174,27-12-2022
,,28-12-2022
,,29-12-2022
,,30-12-2022
,,31-12-2022
